AD_ID;COD;DES
1209;40109;Metodi di valutazione ambientale
1213;40118;Trattamento delle acque di rifiuto
1214;40176;Scienza delle costruzioni
1224;42025;Tecnologia e chimica applicate alla tutela dell'ambiente
1218;40199;Complementi di scienza delle costurzioni ed elementi strutturali
1225;43016;Idrologia
1226;45078;Chimica con esercitazioni di laboratorio 1^ unità
1235;45084;Fisica quantistica 1^ unità
1238;43020;Tirocinio
1239;45135;Tirocinio formativo
1240;43030;Ecologia forestale
1241;45072;Biofisica 1^ unità
1242;43066;Processo trattamento effluenti inquinanti
1249;43073;Chimica applicata alla tutela dell'ambiente
1250;45077;Biofisica 3^ unità
1252;45081;Fisica dei materiali 2^ unità
1254;45087;Laboratorio di tecnologie fisiche 1^ unità
1255;45088;Laboratorio di tecnologie fisiche 2^ unità
1258;45133;Tecniche fisiche in chimica 1^ unità
1266;40175;Disegno industriale
1272;45006;Fisica generale 1 
1274;40073;Fluidodinamica 1
1275;45008;Architettura degli elaboratori 1
1280;40085;Tecnologie e sistemi di lavorazione 1
1281;45010;Laboratorio di informatica: programmazione 2
1283;45012;Logica matematica
1290;45016;Analisi numerica
1294;40128;Fisica 3
1299;45019;Laboratorio di informatica: algoritmi e strutture dati
1308;40245;Progettazione meccanica e costruzione di macchine (elementi costruttivi)
1309;40250;Strumentazione e misure elettroniche
1310;40255;Scienza e tecnologia dei materiali 
1311;45023;Architettura degli elaboratori 2
1322;45036;Prova conoscenza lingua inglese
1324;45142;Geometria computazionale
1331;42050;Geometria calcolo numerico
1341;42073;Elettrotecnica
1342;45029;Informatica applicata: commercio elettronico
1345;45031;Economia e gestione delle imprese 2
1347;42083;Chimica organica
1351;40072;Fisica tecnica industriale 1
1352;40083;Scienza e tecnologia dei materiali
1353;40135;Fisica tecnica industriale 1
1354;40136;Meccanica dei solidi 1
1355;40137;Scienza e tecnologia dei materiali 1
1356;40138;Scienza e tecnologia dei materiali 1
1357;40139;Scienza e tecnologia dei materiali 1
1365;45042;Analisi matematica 4^ unità
1366;40166;Fluidodinamica 1
1378;45092;Algebra 2^ unità
1379;40167;Meccanica dei solidi 1
1383;45094;Analisi matematica 5^ unità
1385;40204;Scienza e tecnologia dei materiali polimerici
1404;42040;Fisica tecnica
1405;45150;Finanza aziendale 1
1406;42041;Analisi strumentale e controllo dei materiali
1417;42054;Impianti metallurigici
1418;45050;Biomatematica
1419;42055;Impianti metallurgici
1421;42056;Analisi strumentale e controllo dei materiali
1438;42074;Fisica tecnica industriale 1
1439;42075;Fisica tecnica industriale 2
1440;42076;Impianti metallurgici
1441;42077;Impianti metallurgici
1442;42080;Scienza e tecnologia dei materiali 1
1443;42081;Meccanica dei solidi 1
1444;42082;Meccanica dei solidi 1
1445;42084;Fisica tecnica industriale 1
1447;42085;Corrosione e protezione dei materiali
1461;45102;Calcolo numerico applicato alla finanza
1465;45104;Complementi di fisica generale: fisica moderna 2 ^ unità
1470;40148;Tecnologie metallurgiche
1476;40152;Impianti industriali meccanici
1477;45108;Equazioni differenziali stocastiche 1^ unità
1479;45112;Geometria computazionale
1481;45113;Geometria differenziale
1484;40155;Impianti industriali meccanici
1485;45115;Laboratorio di informatica per i modelli statistici
1487;45116;Teoria dei codici
1497;40161;Fondamenti di informatica
1498;45123;Preparazione di esperienze didattiche 2^ unità
1514;40177;Tecnologie metallurgiche
1517;40179;Impianti industriali meccanici
1522;45136;Fisica matematica 3^ unità: meccanica analitica
1524;40183;Fisica tecnica industriale 1
1525;45144;Economia aziendale 1
1528;40185;Analisi strumentale e controllo dei materiali
1529;45146;Elementi di microeconomia
1538;40345;Scienza e tecnologia dei materiali 2
1545;40055;Scienza dei materiali
1546;40122;Lingua straniera - inglese
1547;40123;Lingua straniera - tedesco
1552;40237;Lingua straniera - inglese
1553;40238;Lingua straniera - tedesco
1556;40270;Morfologia e fisiologia vegetale
1569;40206;Agronomia generale
1578;40242;Morfologia ampelografia e miglioramento genetico della vite
1580;40244;Principi di ingegneria chimica e biochimica 2
1583;40271;Principi di ingegneria chimica e biochimica 
1590;40325;Comunicazione in viticoltura
1591;40326;Organizzazione dell'azienda vitivinicola
1595;40330;Controllo qualità dei prodotti vitivinicoli 2
1599;40334;Laboratorio di controllo della qualità
1600;40335;Laboratorio di controllo della qualità
1601;40336;Analisi sensoriale
1602;40340;Tecnica enologica 2
1621;40064;Comunicazioni elettriche 2
1622;40065;Economia e organizzazione aziendale 1
1623;40066;Elettronica 1
1624;40067;Elettronica 2
1645;40022;Disegno dell'architettura
1653;40233;Laboratorio di misure elettroniche
1654;40264;Modulo a scelta
1655;40276;Stage aziendale o tirocinio
1656;40277;Laboratorio a scelta
1662;40030;Fisica generale
1664;40007;Basi di dati
1667;40027;Elaborazione numerica dei segnali
1669;40058;Storia dell'architettura
1675;40273;Geometria
1676;40049;Metodi matematici per ingegneria delle telecomunicazioni
1691;40286;Ingegneria della qualità
1694;40216;Chimica 1
1696;40229;Laboratorio di architettura e composizione architettonica 1
1697;40317;Ingegneria del software
1700;40350;Attività seminariali
1703;40247;Rilievo dell'architettura
1704;40051;Microelettronica
1726;40305;Laboratorio di analisi immagini telerilevate
1727;40306;Laboratorio di riconoscimento segnali
1728;40307;Radiolocalizzazione e GIS
1729;40308;Satelliti e missioni spaziali
1731;40310;Laboratorio di sistemi per diagnostica industriale
1732;40311;Compatibilità elettromagnetica ed impatto ambientale
1733;40312;Laboratorio CEM ed impatto ambientale
1734;40313;Tecniche avanzate di diagnostica industriale
1735;40314;Laboratorio di elettronica per TLC
1736;40315;Laboratorio di microelettronica
1737;40316;Sistemi elettronici adattivi
1738;40318;Elettronica per telecomunicazioni 2
1740;25136;Diritto comparato e comunitario dell'antidiscriminazione
1741;25069;Diritto commerciale internazionale
1742;25137;Diritto comune
1743;25139;Diritto degli intermediari finanziari
1748;25140;Diritto dell'arbitrato interno ed internazionale
1758;25148;Laboratorio applicativo - La vendita dei beni di consumo
1760;25150;Laboratorio applicativo - Il Comune nel sistema delle autonomie locali
1762;25152;Laboratorio applicativo - Le funzioni non legislative delle Camere
1764;25091;Laboratorio applicativo - La giurisprudenza della Corte di Giustizia in materia di politica sociale
1766;25090;Laboratorio applicativo - La giurisprudenza della Corte di Giustizia in materia  di imposte dirette
1768;25155;Storia del diritto canonico
1780;25108;Diritto della Comunità Euoropea (pubb.)
1781;35019;Istituzioni di diritto pubblico (A) - Ordinamenti giuridici, fonti, Stato e Unione Europea
1782;35020;Istituzioni di diritto pubblico (B) - Costituzione, organizzazione, diritti
1792;35041;Metodologia e tecniche della ricerca sociale (C) - Esercitazioni
1793;25073;Diritto romano
1794;25138;Diritto costituzionale comparato dei gruppi e delle minoranze
1796;25162;Altre abilità informatiche
1817;45158;Linguaggi di programmazione: semantica
1819;45190;Complessità
1820;45191;Linguaggi formali e compilatori
1881;50029;Semiotica
1882;50030;Attenzione e prestazione
1883;50031;Cognizione e razionalità
1884;50032;Cervello e comportamento
1885;50033;Testing
1886;50034;La gestione delle relazioni interpersonali a distanza
1887;50035;Principi e tecniche della comunicazione pubblica e del marketing sociale
1888;50036;Informatica di base
1889;30462;Sociologia generale (C)
1890;30736;Filosofia e teoria dei linguaggi (A)
1891;30737;Filosofia e teoria dei linguaggi (B)
1892;30738;Filosofia e teoria dei linguaggi (C)
1893;30474;Psicologia generale (B)
1894;30475;Psicologia generale (C)
1898;30305;Filosofia del diritto (A)
1896;30486;Attività propedeutiche (D)
1897;30678;Storia della medicina (A)
1899;30657;Teoria generale del diritto (A)
1900;30739;Storia dei concetti filosofici (A)
1901;30740;Storia della filosofia e del pensiero scientifico (A)
1902;30635;Ermeneutica filosofica (A)
1903;30746;Letteratura tedesca II e III (A)
1904;30747;Letteratura tedesca II e III (B)
1905;30748;Letteratura tedesca II e III (C)
1906;30735;Linguistica generale (F)
1918;30300;Storia dell'Europa orientale (C)
1916;30223;Storia contemporanea (A)
1917;30224;Storia contemporanea (B)
1919;30749;Storia dell'Europa orientale (D)
1920;30493;Greco principianti (B)
1921;30744;Filologia classica (D)
1930;30411;Tirocinio o Altre (art. 10, comma 1, lettera f)
1931;30324;Archeologia e storia dell'arte greca e romana (C)
1932;30745;Paletnologia (D)
1933;30491;Storia e critica del cinema (D)
1938;30750;Letteratura russa I e II (B)
1939;40367;Analisi matematica 3
1940;40378;Architettura tecnica 2
1944;40375;Elementi di costruzioni di strade
1942;40377;Complementi di informatica
1943;40382;Controllo della qualità
1945;40373;Elementi di ingegneria geotecnica
1950;40379;Fondamenti di elementi strutturali 2
1951;40371;Fondamenti di ponti e strutture prefabbricate
855;35081;Storia contemporanea (B) - L'Europa nel periodo della guerra fredda
1955;40369;Meccanica computazionale delle strutture
1956;40365;Meccanica dei fluidi 2
1957;40370;Meccanica delle vibrazioni
1958;40372;Organizzazione del cantiere
1959;40380;Programmazione costi e contabilità lavori
1960;40383;Sicurezza del cantiere
1961;40364;Scienza delle costruzioni 2B
1962;40368;Tecnica delle costruzioni 1
1967;40376;Valutazione economica dei progetti
1968;40384;Calcolo 3
1985;40386;Modellistica ambientale
2007;40388;Analisi strumentale e controllo dei materiali
2020;30301;Diritto privato (A)
2021;30380;Economia politica (A)
2026;30575;Archivistica (E)
2039;30762;Antropologia culturale (A)
2040;30761;Paleografia latina (E)
2045;30755;Storia di una regione nell'età moderna (A)
2046;30756;Storia di una regione nell'età moderna (B)
2047;30757;Storia di una regione nell'età moderna (C)
2048;30296;Storia contemporanea (A)
2049;30297;Storia contemporanea (B)
2050;30763;Agiografia (D)
2051;30348;Storia contemporanea (C)
2056;40359;Comunicazione in viticoltura,organizzazione dell'azienda vitivinicola
2057;30494;Legislazione dei beni culturali (B)
2058;30495;Legislazione dei beni culturali (C)
2059;30758;Filologia italiana (E)
2060;30759;Filologia italiana (F)
2061;30760;Filologia italiana (G)
2081;30672;Archeometria (A)
2067;30766;Biblioteconomia (A)
2068;30518;Chimica fisica (A)
2082;30727;Restauro dipinti (A)
2083;30728;Restauro materiali cartacei (A)
2092;40351;Impianti biochimici
2093;40352;Teoria e sviluppo dei processi biochimici
926;35102;Primo tirocinio
927;35272;Istituzioni di diritto pubblico (B) - Organizzazione statale e regioni
928;35010;Diritto penale (A) - Principi guida in campo penale e teoria generale del reato
929;35011;Diritto penale (B) - Aspetti fondamentali del diritto processuale penale per adulti e minori
1739;25132;Diritto regionale e degli enti locali
1749;25141;Diritto delle cooperative e degli enti senza scopo di lucro
1750;25142;Diritto della società che fanno ricorso al capitale di rischio
1751;25143;Diritto finanziario
1752;25157;Diritto industriale comunitario - corso avanzato
1753;25144;Diritto penale dell'informatica - corso avanzato
1754;25145;Diritto privato dell'informatica
1755;25146;Diritto processuale civile comparato
1756;25147;Diritto processuale amministrativo
1757;25081;Informatica e documentazione giuridica (corso libero)
1759;25149;Laboratorio applicativo - Biodiritto: problematiche giuridiche della bioetica
1761;25151;Laboratorio applicativo - Aspetti applicativi del diritto processuale amministrativo
1763;25153;Laboratorio applicativo - I patti parasociali
1765;25154;Laboratorio applicativo - La giurisprudenza della Corte di Giustizia in materia di imposte dirette
1767;25080;Ordinamento forense (corso libero)
1769;25156;Storia del diritto europeo - corso avanzato
1770;25123;Tutela internazionale dei diritti dell'uomo
1779;25040;Diritto privato delle comunità europee
1795;25158;Esegesi delle fonti del diritto romano
1825;45155;Equazioni differenziali ordinarie
1818;45168;Calcolabilità
1823;45194;Sistemi distribuiti: programmazione
1826;45172;Fondamenti di analisi
1828;45199;Didattica della matematica 2^ unità
1831;45211;Istituzioni di geometria superiore 1^ unità
1832;45213;Teoria degli insiemi nella pratica matematica
1833;45222;Comunicazioni elettriche 1
1838;45243;Stage
1841;45246;Lingua tedesca
1844;30574;Filologia romanza (D)
1848;30638;Filosofia morale (modulo di base) (A)
1846;30636;Filologia romanza (E)
1847;30637;Filologia romanza (F)
1861;30651;Letteratura tedesca I (A)
1858;30453;Letteratura italiana moderna e contemporanea (D)
1859;30732;Letteratura russa I e II (A)
1867;30734;Linguistica generale (E)
2233;35303;Psicologia del lavoro e delle organizzazioni (B) - L'intervento psicologico nei contesti organizzati
2234;35308;Sociologia del lavoro (A) - La trasformazione del lavoro dalla società industriale alla società della conoscenza
2235;35309;Sociologia del lavoro (B) - Lavoro e apprendimento organizzativo
2236;35310;Sociologia del lavoro (C) - Esercitazioni
2237;35313;Sociologia dell'organizzazione (C) - Esercitazione
2239;35073;Sociologia economica (A) - Modelli di regolazione sociale
2240;35181;Sociologia economica (B) - Cultura e istituzioni nei processi di sviluppo economico
2241;35182;Sociologia industriale (A) - Nuove tecnologie e processi di trasformazione sociale
2242;35183;Sociologia industriale (B) - I processi di costruzione sociale della tecnologia
2243;35197;Teoria e tecniche delle comunicazioni di massa (A) - Mass media: teorie e tecniche
2244;35290;Infrastrutture per l'ambiente (A)
2245;35132;Pianificazione territoriale (A) - Analisi del territorio
2246;35133;Pianificazione territoriale (B) - Pianificazione urbana e territoriale
2247;35160;Sociologia dell'ambiente (A) - Teorie dell'ambiente naturale nelle scienze sociali
2248;35161;Sociologia dell'ambiente (B) - Ambiente e sviluppo sostenibile
2249;35172;Sociologia delle comunità locali (A) - Studi di comunità: teorie e metodi di indagine
2250;35173;Sociologia delle comunità locali (B) - Capitale sociale, fiducia, nerwork analysis
2251;35321;Sociologia dello sviluppo (A) - I paradigmi e le teorie dello sviuppo
2252;35186;Sociologia urbana e rurale (A) - La storia e la teoria sociologica delle città
